id,positive ratings,negative ratings,total reviews,rating percentage,category,first_release_date,platforms,genres,game,aggregated_rating,aggregated_rating_count,game_engines,game_modes,player_perspectives
11599,"5,164",97,"5,261",94.50%,main_game,1443744000,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Indie']",Hylics,,,['RPG Maker VX Ace'],['Single player'],['Bird view / Isometric']
,,,,,,,,,"Maitetsu:Last Run!! ",,,,,
165882,"124,890","5,464","130,354",94.49%,bundle,1630368000,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One']",[],Devil May Cry 5,,,,"['Multiplayer', 'Co-operative']",
142076,"17,883",568,"18,451",94.48%,main_game,1623715200,['PC (Microsoft Windows)'],"['Shooter', 'Simulator', 'Tactical', 'Indie']",Cruelty Squad,93.0,1.0,['Godot'],['Single player'],['First person']
378,"75,144","3,115","78,259",94.47%,main_game,1361232000,"['PC (Microsoft Windows)', 'PlayStation 3', 'Xbox 360', 'Mac']","['Shooter', 'Strategy', ""Hack and slash/Beat 'em up"", 'Adventure']",METAL GEAR RISING: REVENGEANCE,84.76470588235294,22.0,,['Single player'],['Third person']
,,,,,,,,,"箭箭剑 Arrow a Row ",,,,,
52097,"13,807",409,"14,216",94.47%,bundle,1480896000,['PC (Microsoft Windows)'],['Puzzle'],Zup! S,,,,['Single player'],
259465,"11,335",316,"11,651",94.47%,main_game,1678838400,['PC (Microsoft Windows)'],"['Platform', 'Adventure', 'Indie']",Pseudoregalia,,,,['Single player'],['Third person']
2129,"15,340",472,"15,812",94.46%,main_game,1346976000,"['PC (Microsoft Windows)', 'Xbox 360', 'Linux', 'Mac']","['Platform', 'Adventure', 'Indie']",Mark of the Ninja,91.42857142857143,7.0,['Proprietary Engine'],['Single player'],['Side view']
138949,"95,709","4,119","99,828",94.44%,remaster,1605139200,"['PC (Microsoft Windows)', 'PlayStation 5']","[""Hack and slash/Beat 'em up"", 'Adventure']",Marvel’s Spider-Man Remastered,78.2,12.0,['Insomniac Engine v.4.0'],['Single player'],['Third person']
103244,"20,184",671,"20,855",94.44%,main_game,1666828800,"['PC (Microsoft Windows)', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Adventure', 'Indie']",SIGNALIS,85.4,7.0,['Unity'],['Single player'],"['First person', 'Bird view / Isometric']"
224262,"8,587",220,"8,807",94.42%,main_game,1670544000,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Indie']",Fear & Hunger 2: Termina,,,['RPG Maker MV'],['Single player'],['Bird view / Isometric']
,,,,,,,,,买个可乐饼吧！ - Buy a Croquette!,,,,,
,,,,,,,,,"LEGO® Star Wars™: The Complete Saga ",,,,,
149355,"5,174",103,"5,277",94.41%,main_game,1602460800,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Simulator']",The Test: Final Revelation,,,,,['Bird view / Isometric']
129945,"4,356",77,"4,433",94.41%,main_game,1576800000,['PC (Microsoft Windows)'],"['Adventure', 'Visual Novel']",Cafe Stella,,,,['Single player'],['Text']
,,,,,,,,,"Batman: Arkham City GOTY ",,,,,
134799,"25,538",909,"26,447",94.39%,main_game,1616630400,"['PC (Microsoft Windows)', 'Nintendo Switch']","['Puzzle', 'Simulator', 'Strategy', 'Turn-based strategy (TBS)', 'Indie', 'Card & Board Game']",Dorfromantik,,,['Unity'],['Single player'],['Bird view / Isometric']
130105,"6,426",146,"6,572",94.39%,main_game,1629158400,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Adventure', 'Indie', 'Visual Novel']",海沙风云 Far Away,,,['Unity'],['Single player'],['Text']
135919,"5,839",126,"5,965",94.39%,main_game,1607644800,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'iOS', 'Nintendo Switch']","['Adventure', 'Indie']",Alba: A Wildlife Adventure,81.66666666666667,3.0,,['Single player'],"['First person', 'Third person']"
258943,"3,832",62,"3,894",94.39%,main_game,1719360000,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Simulator', 'Strategy', 'Adventure', 'Indie']",Summer Clover,,,,['Single player'],
100667,"9,459",256,"9,715",94.38%,main_game,1537401600,"['PC (Microsoft Windows)', 'Android', 'iOS', 'Mac']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",Cube Escape: Paradox,,,['Adobe AIR'],['Single player'],"['First person', 'Side view']"
133149,"9,991",277,"10,268",94.37%,main_game,1596672000,"['PC (Microsoft Windows)', 'PlayStation 5', 'PlayStation 4', 'Nintendo Switch']","['Shooter', 'Indie', 'Arcade']",Post Void,85.0,1.0,['GameMaker: Studio'],['Single player'],['First person']
28685,"2,726",31,"2,757",94.37%,remaster,1469750400,['PC (Microsoft Windows)'],"['Simulator', 'Adventure', 'Visual Novel']",planetarian HD,,,['Real Live'],['Single player'],"['First person', 'Text']"
34053,"12,130",361,"12,491",94.36%,main_game,1455840000,"['PC (Microsoft Windows)', 'PlayStation 4', 'Nintendo Switch']","['Simulator', 'Adventure', 'Indie', 'Visual Novel']",NEKOPARA Vol. 2,,,['KiriKiri'],['Single player'],['Text']
213501,"5,114",104,"5,218",94.36%,main_game,1674777600,['PC (Microsoft Windows)'],"['Adventure', 'Indie']",Bloody Hell,,,,['Single player'],['Bird view / Isometric']
225808,"14,711",465,"15,176",94.35%,main_game,1665014400,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Simulator', 'Indie']",乡村狂想曲,,,,['Single player'],['Bird view / Isometric']
3097,"29,253","1,088","30,341",94.34%,main_game,1387238400,"['PC (Microsoft Windows)', 'PlayStation 3', 'PlayStation Vita', 'PlayStation 4', 'Xbox 360', 'Android', 'Xbox One', 'iOS', 'Mac', 'Ouya']","['Point-and-click', 'Puzzle', 'Adventure']",The Walking Dead: Season Two,81.13888888888889,5.0,['Telltale Tool'],['Single player'],['Third person']
243378,"22,491",792,"23,283",94.34%,main_game,1697155200,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Adventure', 'Visual Novel']",The Coffin of Andy and Leyley,,,['Rpgmaker'],['Single player'],"['Bird view / Isometric', 'Text']"
28827,"6,009",135,"6,144",94.34%,mod,1663286400,['SteamVR'],"['Shooter', 'Adventure']",Half-Life 2: VR Mod,,,['Source'],['Single player'],['Virtual Reality']
,,,,,,,,,"巫兎 - KANNAGI USAGI - ",,,,,
273522,"3,359",50,"3,409",94.34%,main_game,1715212800,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Nintendo Switch']","['Shooter', 'Puzzle', 'Adventure', 'Indie']",Crow Country,79.0,4.0,['Unity'],['Single player'],['Bird view / Isometric']
2950,"95,956","4,245","100,201",94.33%,remaster,1365465600,['PC (Microsoft Windows)'],"['Real Time Strategy (RTS)', 'Strategy']",Age of Empires II (2013),50.0,1.0,['Genie Engine'],"['Single player', 'Multiplayer', 'Co-operative']",['Bird view / Isometric']
196230,"23,557",847,"24,404",94.31%,main_game,1649376000,"['PC (Microsoft Windows)', 'Mac', 'Nintendo Switch']","['Simulator', 'Strategy', 'Indie', 'Card & Board Game']",Stacklands,,,,['Single player'],['Bird view / Isometric']
172905,"2,077",16,"2,093",94.31%,main_game,1647993600,['PC (Microsoft Windows)'],"['Adventure', 'Indie']",The Upturned,,,['Unity'],['Single player'],['Third person']
236547,"14,582",468,"15,050",94.30%,main_game,1690934400,['PC (Microsoft Windows)'],"['Fighting', 'Strategy', 'Tactical', 'Indie', 'Arcade']",Thronefall,,,,['Single player'],['Bird view / Isometric']
284511,"4,183",77,"4,260",94.30%,main_game,1706572800,['PC (Microsoft Windows)'],"['Adventure', 'Indie']",Psychopomp,,,['Godot Engine'],['Single player'],['First person']
130008,"1,548",4,"1,552",94.30%,main_game,1653609600,['PC (Microsoft Windows)'],"['Sport', 'Adventure', 'Visual Novel']",Aokana - EXTRA2,,,,['Single player'],['Text']
76882,"286,145","14,075","300,220",94.29%,main_game,1553212800,"['PC (Microsoft Windows)', 'Google Stadia', 'PlayStation 4', 'Xbox One']",['Adventure'],Sekiro™: Shadows Die Twice,90.0909090909091,17.0,,['Single player'],['Third person']
35254,"8,230",219,"8,449",94.29%,main_game,1606348800,"['PC (Microsoft Windows)', 'PlayStation 4', 'Nintendo Switch']","['Role-playing (RPG)', 'Simulator', 'Adventure', 'Indie', 'Visual Novel']",NEKOPARA Vol. 4,,,['KiriKiri'],['Single player'],['Text']
28975,"8,887",245,"9,132",94.28%,main_game,1173139200,"['PC (Microsoft Windows)', 'Mac']",[],Peggle Deluxe,,,,['Single player'],
3042,"409,692","20,754","430,446",94.27%,main_game,1422230400,"['PC (Microsoft Windows)', 'PlayStation 3', 'PlayStation 4', 'Xbox 360', 'Xbox One', 'Linux', 'Mac']","['Shooter', 'Role-playing (RPG)', 'Adventure']",Dying Light,72.05882352941177,20.0,['Chrome Engine'],"['Single player', 'Multiplayer', 'Co-operative']",['First person']
121503,"185,890","8,893","194,783",94.27%,remaster,1564099200,"['PC (Microsoft Windows)', 'PlayStation 4', 'Android', 'Xbox One', 'iOS', 'Nintendo Switch']",['Shooter'],DOOM,,,,"['Single player', 'Multiplayer', 'Co-operative']",['First person']
131653,"17,999",616,"18,615",94.27%,main_game,1618531200,['PC (Microsoft Windows)'],"['Adventure', 'Indie', 'Visual Novel']",Tiny Bunny,,,,['Single player'],"['Side view', 'Text']"
178264,"7,243",185,"7,428",94.26%,main_game,1635206400,"['PC (Microsoft Windows)', 'Android', 'Linux', 'Mac']","['Simulator', 'Adventure', 'Indie', 'Visual Novel']",BAD END THEATER,,,,['Single player'],"['Third person', 'Text']"
225590,"24,389",899,"25,288",94.25%,main_game,1675382400,"['PC (Microsoft Windows)', 'Linux']","['Fighting', 'Simulator', 'Strategy', 'Indie']",Your Only Move Is HUSTLE,,,['Godot'],"['Single player', 'Multiplayer']",['Side view']
132660,"5,665",129,"5,794",94.25%,main_game,1587945600,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Simulator', 'Adventure', 'Indie']",The Test: Hypothesis Rising,,,,['Single player'],['Bird view / Isometric']
54630,"5,160",112,"5,272",94.25%,main_game,1456358400,"['PC (Microsoft Windows)', 'PlayStation Vita', 'PlayStation 4', 'Android', 'iOS', 'Nintendo Switch']","['Adventure', 'Visual Novel']",Aokana - Four Rhythms Across the Blue,70.0,2.0,['BGI/Ethornell'],['Single player'],['Text']
117514,"22,041",797,"22,838",94.24%,bundle,1568073600,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One']","['Point-and-click', 'Adventure']",The Walking Dead: The Telltale Definitive Series,75.0,3.0,,['Single player'],['Third person']
300426,"8,380",229,"8,609",94.24%,main_game,1378339200,['Web browser'],"['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",Samsara Room,,,,['Single player'],['First person']
290175,"4,434",88,"4,522",94.24%,main_game,1425945600,['PC (Microsoft Windows)'],"['Puzzle', 'Strategy']",Kindergarten 2,,,,,
142813,"106,413","4,895","111,308",94.22%,bundle,1620345600,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One']",['Adventure'],Resident Evil Village,,,['RE Engine'],['Single player'],['First person']
231165,"2,375",26,"2,401",94.22%,main_game,1655596800,"['PC (Microsoft Windows)', 'Linux', 'Web browser', 'Mac']","['Puzzle', 'Indie']",Handshakes,,,,"['Single player', 'Co-operative']",['Side view']
109148,"29,184","1,127","30,311",94.21%,main_game,1553817600,"['PC (Microsoft Windows)', 'PlayStation 4', 'Android', 'Xbox One', 'iOS', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Role-playing (RPG)', 'Simulator', 'Indie']",Unheard,65.0,1.0,['Unity'],['Single player'],"['Bird view / Isometric', 'Auditory']"
244167,"12,291",388,"12,679",94.21%,main_game,1700092800,['PC (Microsoft Windows)'],['Strategy'],Bopl Battle,,,,"['Single player', 'Multiplayer', 'Co-operative']",['Side view']
29271,"11,474",354,"11,828",94.21%,main_game,1495670400,"['PC (Microsoft Windows)', 'PlayStation 4', 'Nintendo Switch']","['Role-playing (RPG)', 'Adventure', 'Indie', 'Visual Novel']",NEKOPARA Vol. 3,85.0,2.0,['CatSystem2'],['Single player'],['Text']
128160,"6,497",162,"6,659",94.21%,main_game,1582848000,"['PC (Microsoft Windows)', 'Nintendo Switch']","['Simulator', 'Adventure', 'Visual Novel']",Marco & The Galaxy Dragon,,,,['Single player'],
152263,"4,382",88,"4,470",94.21%,main_game,1718323200,['PC (Microsoft Windows)'],"['Shooter', 'Indie']",Fallen Aces,,,['Unity'],['Single player'],['First person']
,,,,,,,,,"Titanfall® 2 ",,,,,
11182,"77,683","3,491","81,174",94.18%,main_game,1459814400,"['PC (Microsoft Windows)', 'Google Stadia', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Shooter', 'Adventure', 'Indie', 'Arcade']",Enter the Gungeon,82.46153846153847,16.0,['Unity'],"['Single player', 'Multiplayer', 'Co-operative']",['Bird view / Isometric']
317867,"39,981","1,644","41,625",94.18%,dlc_addon,1728432000,['PC (Microsoft Windows)'],['Adventure'],The Planet Crafter,,,,"['Single player', 'Multiplayer', 'Co-operative']",['First person']
139600,"2,864",41,"2,905",94.18%,main_game,1630972800,"['PC (Microsoft Windows)', 'iOS', 'Mac']","['Point-and-click', 'Puzzle', 'Adventure']",Milo and the Magpies,,,,['Single player'],
198860,"2,828",40,"2,868",94.18%,main_game,1666310400,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Simulator', 'Strategy', 'Adventure', 'Indie', 'Visual Novel']",Monster Prom 3: Monster Roadtrip,,,['Unity'],"['Single player', 'Multiplayer', 'Co-operative', 'Split screen']",['Text']
9694,"24,234",914,"25,148",94.17%,main_game,1343260800,"['PC (Microsoft Windows)', 'PlayStation Vita', 'PlayStation Portable', 'Linux', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Adventure', 'Visual Novel']",Danganronpa 2: Goodbye Despair,85.0,10.0,,['Single player'],"['First person', 'Third person']"
873,"65,195","2,892","68,087",94.15%,main_game,1321315200,"['PC (Microsoft Windows)', 'PlayStation 3', 'Xbox 360', 'Linux', 'Nintendo Switch']","['Shooter', 'Racing', 'Adventure']",Saints Row: The Third,84.5,13.0,['Havok'],"['Single player', 'Multiplayer', 'Co-operative']","['Third person', 'Side view']"
19085,"34,842","1,415","36,257",94.14%,main_game,1480982400,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac']","['Real Time Strategy (RTS)', 'Simulator', 'Strategy', 'Tactical', 'Indie']",Shadow Tactics: Blades of the Shogun,86.72727272727273,13.0,['Unity'],['Single player'],['Bird view / Isometric']
229631,"5,147",118,"5,265",94.14%,main_game,1671667200,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Adventure', 'Indie']",BABBDI,,,['Unity'],['Single player'],['First person']
122666,"92,114","4,274","96,388",94.13%,main_game,1650499200,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S']","['Puzzle', 'Simulator', 'Strategy', 'Indie']",Teardown,83.33333333333333,3.0,,['Single player'],"['First person', 'Third person']"
201065,"3,469",62,"3,531",94.12%,remaster,1670371200,"['PC (Microsoft Windows)', 'PlayStation 4', 'Nintendo Switch']","['Adventure', 'Visual Novel']",WITCH ON THE HOLY NIGHT,,,,['Single player'],['Text']
11737,"69,017","3,111","72,128",94.11%,main_game,1559001600,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Puzzle', 'Simulator', 'Adventure', 'Indie']",Outer Wilds,84.71428571428571,7.0,['Unity'],['Single player'],['First person']
888,"12,524",412,"12,936",94.11%,standalone_expansion,1194307200,"['PC (Microsoft Windows)', 'Linux']","['Real Time Strategy (RTS)', 'Strategy']",Supreme Commander: Forged Alliance,75.0,3.0,,"['Single player', 'Multiplayer']",['Bird view / Isometric']
11813,"24,020",923,"24,943",94.10%,main_game,1440374400,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Simulator', 'Indie']",Universe Sandbox,,,,['Single player'],['Virtual Reality']
83731,"70,044","3,182","73,226",94.09%,main_game,1558396800,"['SteamVR', 'Oculus VR', 'Oculus Quest', 'Oculus Rift', 'Windows Mixed Reality', 'Meta Quest 2', 'PlayStation VR', 'PlayStation VR2', 'Meta Quest 3']","['Music', 'Sport', 'Indie']",Beat Saber,85.0,4.0,['Unity'],"['Single player', 'Multiplayer']","['First person', 'Auditory', 'Virtual Reality']"
120974,"1,985",19,"2,004",94.08%,main_game,1503878400,"['PC (Microsoft Windows)', 'Web browser']","['Adventure', 'Indie', 'Visual Novel']","Your Turn To Die -Death Game By Majority- ",,,['RPG Maker MV'],['Single player'],['Text']
211223,"1,872",16,"1,888",94.08%,main_game,1686355200,"['PC (Microsoft Windows)', 'Mac', 'Nintendo Switch']","['Platform', 'Puzzle', 'Role-playing (RPG)', 'Adventure', 'Indie']",Smushi Come Home,,,['Unity'],['Single player'],['Third person']
313126,"21,047",794,"21,841",94.07%,bundle,1723075200,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Shooter', 'Arcade']",DOOM + DOOM II,,,['KEX'],"['Single player', 'Multiplayer', 'Co-operative', 'Split screen']",['First person']
139194,"2,288",28,"2,316",94.06%,main_game,1623369600,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Point-and-click', 'Role-playing (RPG)', 'Indie', 'Visual Novel']",Scarlet Hollow,,,['renpy'],['Single player'],['First person']
238782,"2,147",24,"2,171",94.06%,main_game,1711670400,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Indie']",Felvidek,,,,['Single player'],"['First person', 'Bird view / Isometric', 'Text']"
9727,"39,541","1,678","41,219",94.05%,main_game,1442793600,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac']","['Puzzle', 'Adventure', 'Indie']",SOMA,81.25,17.0,['HPL Engine'],['Single player'],['First person']
236660,"4,672",106,"4,778",94.05%,remaster,1688083200,"['PC (Microsoft Windows)', 'PlayStation 4', 'Android', 'Xbox One', 'iOS', 'Nintendo Switch']","['Puzzle', 'Adventure']",Ghost Trick: Phantom Detective,86.33333333333333,6.0,['RE Engine'],['Single player'],['Side view']
9655,"29,266","1,190","30,456",94.03%,main_game,1421625600,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Puzzle', 'Role-playing (RPG)', 'Simulator', 'Strategy', 'Indie', 'Visual Novel']",HuniePop,82.5,3.0,,['Single player'],"['First person', 'Text']"
107218,"13,281",456,"13,737",94.03%,main_game,1592265600,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac']","['Real Time Strategy (RTS)', 'Simulator', 'Strategy', 'Tactical']",Desperados III,85.88888888888889,11.0,['Unity'],['Single player'],['Bird view / Isometric']
18158,"42,684","1,856","44,540",94.01%,main_game,1457049600,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Platform', 'Adventure', 'Indie', 'Arcade']",Ultimate Chicken Horse,79.4,5.0,['Unity'],"['Single player', 'Multiplayer', 'Co-operative', 'Split screen']",['Side view']
165243,"11,516",382,"11,898",94.01%,main_game,1631750400,"['PC (Microsoft Windows)', 'Mac']","['Indie', 'Visual Novel']",Find Love or Die Trying,,,['Unity'],['Single player'],['Text']
134745,"5,646",144,"5,790",94.01%,main_game,1591833600,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Strategy', 'Indie']",Baldi's Basics Plus,,,['Unity'],['Single player'],['First person']
117243,"1,691",13,"1,704",94.00%,main_game,1644796800,"['PC (Microsoft Windows)', 'Android', 'iOS', 'Mac']","['Simulator', 'Indie', 'Visual Novel']",Dialtown: Phone Dating Sim,,,,['Single player'],"['Side view', 'Text']"
169435,"4,876",117,"4,993",93.99%,main_game,1601596800,"['PC (Microsoft Windows)', 'Mac']","['Indie', 'Visual Novel']",Vampires' Melody,,,,,
249830,"3,286",61,"3,347",93.99%,main_game,1685577600,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Simulator', 'Indie']",Class of '09: The Re-Up,,,,['Single player'],
11397,"66,029","3,058","69,087",93.98%,main_game,1426118400,"['PC (Microsoft Windows)', 'PlayStation 3', 'PlayStation 4', 'Xbox One']","['Role-playing (RPG)', 'Simulator', ""Hack and slash/Beat 'em up"", 'Adventure']",Yakuza 0,86.0,22.0,,"['Single player', 'Multiplayer']",['Third person']
150362,"5,594",144,"5,738",93.98%,main_game,1512604800,['PC (Microsoft Windows)'],"['Simulator', 'Strategy', 'Adventure', 'Indie']",Opus Magnum,,,['Unity'],['Single player'],['First person']
,,,,,,,,,"异化之恶〇Abnormal Treatment ",,,,,
,,,,,,,,,"DoronkoWanko ",,,,,
7842,"27,255","1,117","28,372",93.96%,main_game,1290643200,"['PC (Microsoft Windows)', 'PlayStation Vita', 'PlayStation Portable', 'Android', 'Linux', 'iOS', 'Mac']","['Point-and-click', 'Adventure', 'Visual Novel']",Danganronpa: Trigger Happy Havoc,82.33333333333333,11.0,,['Single player'],"['First person', 'Third person']"
194399,"2,539",38,"2,577",93.96%,main_game,1639526400,['PC (Microsoft Windows)'],"['Point-and-click', 'Indie', 'Visual Novel']",Sucker for Love,,,,,
196490,"13,323",470,"13,793",93.95%,mod,1560729600,['PC (Microsoft Windows)'],['Shooter'],Quake,,,,"['Single player', 'Co-operative']",
129833,"8,000",242,"8,242",93.95%,main_game,1576022400,['PC (Microsoft Windows)'],['Indie'],Zup! F,,,,['Single player'],
114484,"6,419",178,"6,597",93.95%,main_game,1559779200,"['PC (Microsoft Windows)', 'PlayStation 5', 'PlayStation 4', 'Android', 'iOS', 'Mac', 'Nintendo Switch']","['Shooter', 'Platform', 'Role-playing (RPG)', 'Adventure', 'Indie']",Dungeon Munchies,46.0,1.0,['Unity'],['Single player'],['Side view']
6739,"111,927","5,533","117,460",93.94%,remake,1583452800,"['PC (Microsoft Windows)', 'Linux']","['Shooter', 'Platform', 'Adventure', 'Indie']",Black Mesa,87.66666666666667,3.0,['Source'],"['Single player', 'Multiplayer']",['First person']
3075,"69,273","3,256","72,529",93.94%,main_game,1347580800,"['PC (Microsoft Windows)', 'Linux', 'iOS', 'Mac']","['Role-playing (RPG)', 'Simulator', 'Strategy', 'Indie']",FTL: Faster Than Light,88.8,6.0,,['Single player'],['Bird view / Isometric']
10225,"8,563",267,"8,830",93.93%,main_game,1421798400,"['PC (Microsoft Windows)', 'Windows Phone', 'Android', 'Linux', 'iOS', 'Mac', 'Nintendo Switch']","['Puzzle', 'Indie']",Hook,,,,['Single player'],['Side view']
154072,"5,421",141,"5,562",93.93%,main_game,1627516800,"['PC (Microsoft Windows)', 'Mac']","['Platform', 'Adventure', 'Indie']",Alpaca Stacka,,,['Unity'],['Single player'],['Third person']
110039,"4,933",122,"5,055",93.93%,main_game,1674086400,"['PC (Microsoft Windows)', 'PlayStation 5', 'PlayStation 4', 'Xbox One', 'Mac', 'Nintendo Switch']","['Puzzle', 'Adventure', 'Indie']",A Space for the Unbound,,,,['Single player'],['Side view']
276203,"3,419",68,"3,487",93.93%,main_game,1709078400,"['PC (Microsoft Windows)', 'Linux', 'Mac', 'Nintendo Switch']","['Puzzle', 'Simulator', 'Strategy', 'Indie']",Minami Lane,,,['Unity3D'],['Single player'],['Bird view / Isometric']
126573,"6,749",194,"6,943",93.91%,main_game,1579219200,['PC (Microsoft Windows)'],"['Adventure', 'Indie']",Star Fetchers,,,,['Single player'],
145947,"19,529",763,"20,292",93.90%,mod,1618790400,['PC (Microsoft Windows)'],['Puzzle'],Portal Reloaded,,,['Source'],['Single player'],['First person']
215217,"8,353",261,"8,614",93.90%,main_game,1663891200,['PC (Microsoft Windows)'],"['Shooter', 'Role-playing (RPG)', 'Adventure', 'Indie', 'Arcade']",Tiny Rogues,,,['Unity 3d'],['Single player'],['Bird view / Isometric']
191761,"3,472",71,"3,543",93.90%,main_game,1712016000,['PC (Microsoft Windows)'],"['Shooter', 'Adventure', 'Indie']",Minishoot' Adventures,95.0,2.0,,['Single player'],['Bird view / Isometric']
30225,"84,262","4,101","88,363",93.89%,main_game,1544054400,['PC (Microsoft Windows)'],"['Real Time Strategy (RTS)', 'Role-playing (RPG)', 'Strategy', 'Adventure', 'Indie']",Kenshi,84.0,1.0,['OGRE'],['Single player'],"['Third person', 'Bird view / Isometric']"
287846,"3,951",88,"4,039",93.89%,main_game,1711324800,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Role-playing (RPG)', 'Adventure']",ENDER MAGNOLIA: Bloom in the Mist,,,,['Single player'],['Side view']
47107,"21,156",845,"22,001",93.88%,mod,1437782400,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Puzzle', 'Strategy', 'Adventure']",Portal Stories: Mel,,,['Source'],['Single player'],['First person']
164867,"33,734","1,467","35,201",93.87%,main_game,1680134400,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Role-playing (RPG)', 'Simulator', 'Adventure']",DREDGE,85.6,7.0,['Unity'],['Single player'],['Bird view / Isometric']
139601,"4,006",91,"4,097",93.87%,main_game,1602460800,"['PC (Microsoft Windows)', 'Nintendo Switch']","['Puzzle', 'Indie', 'Card & Board Game']",Cats Organized Neatly,,,,['Single player'],['Side view']
472,"300,001","16,290","316,291",93.86%,main_game,1320883200,"['PC (Microsoft Windows)', 'PlayStation 3', 'Xbox 360']","['Role-playing (RPG)', 'Adventure']",The Elder Scrolls V: Skyrim,79.91666666666667,13.0,['Creation Engine'],['Single player'],"['First person', 'Third person']"
11233,"39,425","1,764","41,189",93.85%,main_game,1492992000,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'iOS', 'Mac', 'Nintendo Switch']","['Puzzle', 'Adventure', 'Indie']",What Remains of Edith Finch,86.95238095238095,24.0,['Unreal Engine 4'],['Single player'],['First person']
160292,"75,687","3,683","79,370",93.84%,dlc_addon,1510876800,"['Android', 'iOS', 'Nintendo Switch', 'PlayStation 4', 'PC (Microsoft Windows)', 'Windows Phone', 'Xbox One']","['Racing', 'Simulator', 'Sport']",CarX Drift Racing Online,,,,,
217624,"8,413",269,"8,682",93.84%,main_game,1699488000,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One']","['Role-playing (RPG)', ""Hack and slash/Beat 'em up"", 'Adventure']",Like a Dragon Gaiden: The Man Who Erased His Name,80.2,8.0,['Dragon Engine'],['Single player'],['Third person']
146969,"7,842",245,"8,087",93.84%,standalone_expansion,1620345600,['PC (Microsoft Windows)'],"['Music', 'Adventure', 'Indie']",UNBEATABLE [white label],,,,['Single player'],['Side view']
186721,"6,490",189,"6,679",93.84%,main_game,1640908800,['PC (Microsoft Windows)'],"['Puzzle', 'Role-playing (RPG)', 'Simulator', 'Strategy', 'Adventure', 'Indie']",At Home Alone Final,,,,['Single player'],['Bird view / Isometric']
229093,"6,122",174,"6,296",93.84%,main_game,1715212800,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Adventure', 'Indie']",Rabbit and Steel,,,['GameMaker Studio 2'],"['Single player', 'Multiplayer', 'Co-operative']",['Side view']
102325,"5,289",141,"5,430",93.84%,main_game,1527120000,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Adventure', 'Indie']",Fox Hime Zero,,,,['Single player'],
